Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
CC(NC(=O)c1cccs1)C(=O)N(C)Cc1cnc2ccccn12, fitness:0.993412040834
N#CCCN(Cc1cccc(C#N)c1)C(=O)c1cccs1, fitness:0.468545140201
Cc1nc(CC(=O)NCC(C)c2cccs2)cs1, fitness:0.23082143981
CC(C)n1ncc2c(N)cnc(C(=O)NC3CCCCC3)c21, fitness:0.983312816767
Cc1occc1C(=O)Nc1nc(-c2ccc(F)cc2)n[nH]1, fitness:0.381801333341
CCOC(=O)c1nc(NC(=O)Cc2ccc(OC)cc2)cs1, fitness:0.580303473206
Cc1cccc(C)c1S(=O)(=O)NC1Cc2ccccc2CO1, fitness:0.00768813946332
CCC(=O)Nc1ccccc1C(=O)N(CC)Cc1ccccn1, fitness:0.25665924891
CC(=O)Nc1ccccc1NC(=O)c1sccc1C, fitness:0.00132150470167
NC1Nc2ccccc2C1C(=O)NCc1nnc2ccccn12, fitness:0.73552878454
CC(=O)Nc1ccccc1-c1nc2ccccc2n1C1CC1, fitness:0.175741369617
COCC(C)NC(=O)CN(C)C(=O)c1ccccc1C, fitness:0.00864618486725
N#Cc1cccc(NCc2ccc(Cl)nc2)c1C(N)=O, fitness:0.604979866174
Cc1ccc(-c2nc(CN3CCCC3c3nc(C)no3)co2)cc1, fitness:0.73153698431
Cc1nc(C2CCN(C(=O)Cc3ccsc3)C2)no1, fitness:1.07445500798
Cc1cc(C(=O)NCC2CCCO2)c(C)cc1Br, fitness:0.0831221443826
Cc1ccccc1NC(=O)COc1nnc2ccccn12, fitness:0.309538423848
Cc1ncc(NCC(CC(C)C)c2ccccc2)c(C)n1, fitness:0.0217543658072
Cc1nc(NC(=O)C2C(=O)CCN2c2ccccc2Cl)c(C)s1, fitness:0.781534378537
Cc1nc(C2CCC(N)(c3cccc(C#N)c3)N2)no1, fitness:0.740774139532
CC(C)n1c(=O)n(CC(=O)N2CCCC(O)C2)c2ccccc21, fitness:0.582008918116
COC(=O)c1cc(C#N)c(=O)n(C)c1-c1ccc(F)cc1, fitness:0.110388533945
Cc1nc(NCCNC(=O)c2ccccc2)cc(-c2ccncc2)n1, fitness:0.722992339337
Cc1scnc1CN1CCN(C(=O)CC(C)C)CC1, fitness:0.0421289169066
O=C(NCc1ccncc1)c1cccc(C(F)(F)F)c1, fitness:0.0204746469524
CN(Cc1ccccc1C#N)C(=O)c1cncc2ccccc12, fitness:0.410301817771
Cc1cccc(NC(=O)c2c(C#N)cn3ccccc23)c1C, fitness:0.642531400259
COc1cc(CN2CCN(C(=O)c3ccccc3F)CC2)cc(OC)c1, fitness:0.154122796567
CC(=O)Nc1ccccc1-c1cn(Cc2cccc(F)c2)nn1, fitness:1.21631370219
COC(=O)c1ccc(NC(=O)CSc2nccn2C)cc1, fitness:0.602081394946
CC(C)Oc1cccc(CC(=O)Nc2cc(C(N)=O)[nH]n2)c1, fitness:1.06062973535
CCN(C(=O)c1cccc(NC(=O)c2ccsc2)c1)C(C)O, fitness:0.859345030711
O=C(NCc1ccccc1F)c1c[nH]nc1-c1ccccc1, fitness:0.0602112929282
Cc1ccc(-n2nnnc2C(C)NCc2ccc(F)cc2)cc1, fitness:0.101195946531
Cc1cc(NC(=O)CNC(=O)c2cccc3ccccc23)no1, fitness:0.824619105237
Cc1c(C(=O)Nc2ccc(F)cc2)cn(C(C)C)c1C, fitness:0.0112569248027
Cc1ccc(C(=O)NCC2(c3ccccc3)CC2)c(C)c1, fitness:0.0325766943477
Cc1cc(Cl)cc(NC(=O)CSc2c(N)ncnc2N)c1, fitness:0.140466672662
COc1ccc(CC(=O)Nc2cc(C)on2)cc1OC, fitness:0.100652705348
COc1cc(NC(=O)Cc2ccc[nH]2)ccc1OCc1cccnc1, fitness:0.0124278230688
Cc1cc(C(=O)NCc2cccc(CO)c2)cs1, fitness:0.0361401917322
Nn1c(SCC(=O)NC2CC2)nnc1-c1ccc(Cl)cc1, fitness:0.668350762306
CC1CCN(c2cnc(NCc3ccccc3)nc2N)CC1, fitness:0.454320397278
C=CCN(Cc1ccccc1)C(=O)c1ccc(C)s1, fitness:0.0275631579153
CC(C)N1CCN(C(=O)c2ccccc2NC(N)=O)CC1, fitness:0.0166441158714
CC(=O)Nc1cccc(C(=O)NCc2nncn2C2CC2)c1, fitness:1.32399204248
O=C(NCc1ccccc1F)Nc1cnn(Cc2ccccc2)c1, fitness:0.661768826959
CC(C)c1ccccc1NC(=O)CN(C)C(=O)C1CC=CC1, fitness:0.113104374371
COc1ccc(CNC(=O)c2cnc3cccc(C)n23)cc1, fitness:0.749451797328
C=C(C)n1nnnc1SCC(=O)Nc1ccccc1C, fitness:0.767898490051
Cc1cocc1-c1nnc(CNc2ccccc2C(F)(F)F)o1, fitness:0.451430853863
Cc1ccncc1NC(=O)COc1ccccc1C(F)(F)F, fitness:0.784353656344
CCN(CC)C(=O)c1cccc(NCc2nnnn2C(C)C)c1, fitness:0.0116709829954
CC1COCC(C)N1C(=O)Cc1ccc(OC(F)F)cc1, fitness:0.0223283926371
CC(C)NC(=O)c1ccccc1NCC(=O)NC1CC1, fitness:0.0444085112953
Cc1cccc(C(=O)NCc2ccnc(OCC(C)C)c2)c1, fitness:1.64720338148
COc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2C)cc1, fitness:1.27337693296
CCN(Cc1cccc(C)c1)C(=O)c1ccccc1C#N, fitness:0.147223756433
COc1ccccc1C(=O)NCC(O)c1ccc(Cl)cc1, fitness:0.0619590351663
CC(C)n1nccc1C(=O)NCc1cccc(CO)c1, fitness:0.297265308224
N#Cc1ccc(NC(=O)CCCn2ccc3ccccc32)cc1, fitness:0.399849931084
Cc1nc(C)c(CNC(=O)c2ccc(CSc3nc[nH]n3)cc2)o1, fitness:0.811881120647
Cc1nc(CSc2nncn2-c2ccccc2)no1, fitness:0.0879723057936
COc1cc(NC(=O)c2cccc(=O)[nH]2)cc(OC)c1, fitness:0.00565117830518
Cc1csc(C)c1C(=O)Nc1ccccc1N1CNCC1=O, fitness:0.863557636053
Cc1ncc(C(=O)N2CCCC2COc2ccccc2)cn1, fitness:0.580548189824
CN(Cc1cccc(F)c1)C(=O)NCc1ccncc1OC1CCC1, fitness:1.21937696985
COc1ccc(Cl)cc1C(=O)NCc1cc(C2CC2)[nH]n1, fitness:1.10243454029
Cn1c(C(C#N)C(=O)NCc2ccccc2)nc2ccccc21, fitness:0.625250165479
Cc1cc(Br)cc(S(=O)(=O)NCC(C)C#N)c1, fitness:0.000946043801995
Cc1nc(CCNC(=O)NCc2ccc(Cl)cc2)cs1, fitness:0.170202946087
CC(C)c1ccc(C(=O)NCc2ccccc2-n2cccn2)cn1, fitness:1.08889668912
COc1cc(OC)cc(C(=O)N2CCN(c3cncnc3)CC2)c1, fitness:0.0105089808033
Cc1cocc1CNC(=O)CSc1nncn1-c1ccccc1, fitness:1.07923740217
Cc1ccc(C(=O)N2CCN(Cc3cscn3)CC2)c(O)c1, fitness:1.18232988537
CC1CCN(C(=O)CSc2cccc(F)c2)CC1, fitness:0.0572520406209
Cc1noc(NC(=O)c2ccc(OCC3CCCO3)cc2)n1, fitness:0.936002097817
Cn1c(=O)oc2cc(NC(=O)C3(Cc4ccccc4)CC3)ccc21, fitness:1.14814173677
COC(=O)c1ccccc1C(=O)N(C)CCc1ccccc1F, fitness:0.0239753018647
CN(Cc1cccnc1)C(=O)c1cc(-c2ccccc2F)n[nH]1, fitness:1.22881109318
Cc1scnc1CNC(=O)N1Cc2ccccc2C1C, fitness:1.01419380739
Cc1coc(-c2nnc(NC(=O)CC(C)c3ccccc3)o2)c1C, fitness:0.714671933094
Cc1coc(C(=O)N2CCC(C(O)c3ccccc3)CC2)c1C, fitness:0.225970251377
COc1ccccc1C(=O)NCc1csc(-c2ccncc2)n1, fitness:1.25591910586
O=C(Cn1cnc2sccc2c1=O)Nc1ccccc1C(F)(F)F, fitness:1.06369151844
CN(Cc1ccccc1)C(=O)c1ccc(OCC2CC2)nc1, fitness:0.70884150862
Cc1nc(CCNC(=O)c2cnn(-c3ccccc3)c2C)cs1, fitness:1.32247368276
CC(=O)c1ccccc1NC(=O)Cn1nc2sccc2cc1=O, fitness:1.14757522699
CC(=O)Nc1cc(F)ccc1C(=O)NCc1cc(-c2ccccc2)no1, fitness:0.923192111155
CC(C)Oc1cccc(C(=O)NCC(=O)NC2CC2)c1, fitness:0.252003909393
COc1cccc(NC(=O)Cn2ccc(C(F)(F)F)n2)c1, fitness:1.44324723344
Cc1ccc(F)cc1C(=O)Nc1cccn(Cc2ccccc2)c1=O, fitness:1.35537287042
Cc1ccc(CNC(=O)c2ccccc2C(F)(F)F)o1, fitness:0.0269347472295
CN(Cc1cccc(C#N)c1)C(=O)CSc1ncn[nH]1, fitness:1.35591687833
Cc1cnc(CNS(=O)(=O)c2ccccc2C#N)cn1, fitness:0.106893766702
Cc1cccc(NC(=O)CN(C)c2ccc(F)cc2)c1C, fitness:0.0447795466204
Cc1nc2c(C)c(C(=O)NCC(=O)NC3CC3)sc2c(=O)[nH]1, fitness:0.753181733337
Cc1noc(C)c1CN1CCCC(C(=O)OCC(F)(F)F)C1, fitness:0.582473557668
CCCN(Cc1nc2sc(C)cc2c(=O)[nH]1)C(=O)c1cccc(F)c1, fitness:1.14669998903
Cc1ccccc1CNC(=O)C1C(=O)CCN1C1CCCCC1, fitness:0.84764384316
COc1cccc(C(=O)N(CCC#N)c2cccc(Cl)c2)c1, fitness:1.09587291141
Cc1nc2ccccc2n1CC(=O)NCc1ccoc1, fitness:0.985573006112
COc1ccc(CNC(=O)Cc2cc[nH]c2)c(OC)c1OC, fitness:0.000839838723464
Cc1nnc(NC(=O)C2CC(=O)N(Cc3ccc(O)cc3)C2)s1, fitness:0.891681686433
CC1CCC(C)(NC(=O)c2ccncc2-n2cccn2)CC1, fitness:0.909432013447
O=C(NCC1CCCO1)c1cccc(-c2nnnn2-c2ccccc2)c1, fitness:0.822985266026
CCOc1ccc(C(=O)N2CCN(c3nc(C)cs3)CC2)cc1, fitness:0.628059422235
Cc1ccc(C(=O)NCC2COc3ccccc3O2)c(C)c1, fitness:0.378546767718
CC(C)CN(Cc1ccc(O)cc1)S(=O)(=O)c1ccc(F)cc1, fitness:0.013616329299
CC(C)n1ncc2cc(C(=O)NCc3cccs3)cnc21, fitness:1.31854676153
CC(Oc1cccc(F)c1)N(C)C(=O)c1ccccc1C(N)=O, fitness:0.0987121480876
CC(NC(=O)c1ccncc1)c1nc2ccccc2n1C(C)C, fitness:0.129409319559
Cc1nc(N2CCCC(C(=O)NC3CC3)C2)c2c(C)c(C)sc2n1, fitness:0.746610570808
COc1ccc(CN(C)C(=O)C2CCC(=O)N2)cc1OC, fitness:0.297459254642
CC(C)c1nnnn1CC(=O)Nc1ccc(C#N)cc1, fitness:0.274204602539
CC(=O)NCc1nc2ccccc2n1Cc1cccc(C)c1, fitness:1.03659548112
Cc1ccc(NC(=O)CSc2cnc(C#N)nc2N)cc1, fitness:1.41102701602
COCc1nc2ccccc2n1CC(=O)Nc1ccccc1Cl, fitness:1.42626856498
Cc1cccc(CS(=O)(=O)NCC(C)c2nc(-c3ccccc3)no2)c1, fitness:0.00976817763723
CCOc1cccc(C(=O)NCc2scnc2C)c1, fitness:0.979536264296
N#Cc1ccccc1OCC(=O)Nc1cccc2cccnc12, fitness:1.22166363695
CC(=O)Nc1ccc(NC(=O)c2ccc(C)nc2)cc1, fitness:0.0010284002673
Cc1cccc(C(=O)Nc2ccccc2F)c1S(=O)(=O)NC(C)C, fitness:0.223417079469
CC(Nc1cccc(CC#N)c1)C(=O)N1Cc2ccccc2C1, fitness:0.49067835872
CCN(Cc1ccccc1F)C(=O)CNC(=O)c1ccccc1C#N, fitness:0.782418715579
COc1cc(CNC(=O)C2CCCC(C)C2)cc(OC)c1, fitness:0.0267835259036
CC1CCCC(OCC(=O)NCc2ccccn2)C1, fitness:1.11432632695
CCN(Cc1cccc(OC)c1)C(=O)c1cc(N)c[nH]c1=O, fitness:1.0236839341
CN(CC(=O)NC1CC1)C(=O)c1ccc(Cl)cc1, fitness:0.00786978921111
C#Cc1cccc(N(Cc2cccs2)C(=O)c2cccn2C)c1, fitness:1.00271443311
CC(C)n1nccc1C(=O)NCc1ccccc1S(N)(=O)=O, fitness:0.948070903983
CCN(Cc1ccccc1F)C(=O)C1CCCCN1C(=O)N(C)C, fitness:0.710419801649
CCOC(=O)c1cc(-c2cc(Cl)ccc2C)n(CCO)n1, fitness:1.4339614494
Cc1cccc(NC(=O)NCC(C)(C)c2cccnc2)c1-c1cnco1, fitness:0.863841063469
Cc1cccc(NC(=O)CSc2nnc(CO)n2C2CC2)c1, fitness:1.42784684592
Cc1cc(C(=O)NCC(C)(C)N2CCOCC2)cs1, fitness:0.122254737013
CC(C)c1nc(SCC(=O)N2CCCc3ccccc32)n[nH]1, fitness:1.03227157287
O=C(Cc1ccccc1F)NCc1n[nH]c(-c2ccccc2)n1, fitness:0.1928620692
COc1ccc(OC)c(CNC(=O)C(C)(C)C)c1, fitness:0.000377169073322
Cc1nc(C2CCN(C(=O)c3cocc3C)C2)no1, fitness:0.307940657665
COc1cccc(CN(C)C(=O)c2cccc(CNC(C)=O)c2)c1, fitness:0.418753793146
Cc1cscc1CNC(=O)c1ccccc1C(=O)N(C)C, fitness:0.0283914039635
Cc1ccc(NC(=O)c2ccc(-n3cnnn3)cc2)c(Br)c1, fitness:0.447339129946
C#CCN(Cc1ccc(F)cc1)C(=O)C1COc2ccccc2C1, fitness:0.500950541429
CC(=O)Nc1ccc(C(=O)NCc2nc(C(C)C)cs2)cc1, fitness:0.241461474532
Cc1cc(C)cc(NC(=O)CS(=O)(=O)c2ccccc2)c1, fitness:0.00266395008713
CC1CCN(C(=O)c2ccncc2-n2ccnc2)CC1, fitness:0.131821982979
COc1ccc(C(=O)NCc2nc(C)no2)c(OC)c1, fitness:0.5026527256
Cc1cccc(CNC(=O)CNC(=O)c2cccc(F)c2)c1, fitness:0.0985901531654
Cc1ccc(C(=O)NCc2cn(-c3ccccc3)nn2)cc1F, fitness:1.54310752536
COc1cc(OC)cc(C(=O)NCC2CN3CCCCC3CO2)c1, fitness:0.6118728935
Cc1cc(C)cc(C(=O)NCc2conc2C)c1, fitness:0.00350639292614
COc1cccc(C(=O)Nn2c(C)nc3sccc3c2=O)c1O, fitness:1.21689110112
Cc1ccccc1CC(=O)N1CCN(Cc2ncsc2C)CC1, fitness:0.62228652017
CN(CCc1noc(-c2ccccc2)n1)C(=O)c1cccc(F)c1, fitness:1.22840231347
Cc1ccc(NC(=O)CSc2nnc(C)n2C2CC2)c(C)c1, fitness:1.42512768881
O=C(c1ccc(F)cc1)N(CCO)C1CCCc2ccccc21, fitness:0.335887557485
Cc1nc(CC(=O)Nc2ccc(N3CCCC3=O)cc2)cs1, fitness:1.4582230041
COC(=O)CN(C(=O)c1ccc(Br)cc1)C1CCCC1, fitness:0.0132206857922
COc1ccc(O)c(C(=O)NCCc2cnn(C)c2)c1, fitness:1.49773674722
CN(Cc1cccc(F)c1)C(=O)C1CCCN(C(=O)c2ccco2)C1, fitness:0.90755729129
Cc1nnc2n1CCN(C(=O)c1cccc(COc3ccccc3)c1)C2, fitness:1.07466780724
Cc1cnc(C)c(C)c1NC(=O)C(C)c1noc(-c2ccncc2)n1, fitness:0.86872198735
CCN(Cc1ccccc1C)C(=O)Cc1ncc(NC(C)=O)s1, fitness:1.08106003378
Cc1cnc(CNC(=O)c2ccc(NC(=O)c3ccoc3)cc2)s1, fitness:1.08286561065
CC(NC(=O)c1ccccc1S(C)(=O)=O)c1cccc(F)c1, fitness:0.0804366243979
CS(=O)(=O)NCC(=O)N1CCNCC1(N)c1ccc(F)cc1, fitness:0.73531381825
CC(C)n1ncc2c(C3CC3)cnc(C(=O)NCc3ccoc3)c21, fitness:0.884796087845
Cc1nc(C(C)NC(=O)c2cccc(S(=O)(=O)C(C)C)c2)no1, fitness:0.918913414404
COC(=O)CN(C(=O)c1cc(F)cc(F)c1)C(C)C, fitness:0.000142400004879
CSc1ccccc1C(=O)NCc1cnn(C)c1, fitness:0.113972378722
Cc1ccccc1NC(=O)C1c2ccccc2NC1Cl, fitness:0.0136707173198
COc1ccc(CC(=O)Nc2cc(C#N)ccc2C)cc1, fitness:0.191637806769
COCCN(CC(=O)N1CCCCC1)Cc1ccc(C#N)cc1, fitness:0.00823022332536
Cc1occc1C(=O)NC1CCN(c2ccccc2F)CC1, fitness:0.61569859599
Cc1cnoc1CN(C)C(=O)Nc1c(Cl)cccc1C(=O)NC1CC1, fitness:0.98130747952
CC(C)CN1CCN(C(=O)Cc2cc(F)cc(Cl)c2)CC1, fitness:0.0591390683994
CC(=O)N1CCN(C(=O)COc2cccc(-c3ccccc3)c2)CC1, fitness:0.0230819267984
CC(C)(C)OC(=O)N1CCCC1(C)OCc1ccccc1C#N, fitness:0.512427731286
Cc1cc2c(nc1C(=O)N1CCCCC1Oc1ccccc1)c(=O)[nH]n2C, fitness:0.847238348832
CC(C)NC(=O)c1ccnc(NCc2cn3cc(Cl)ccc3n2)c1, fitness:1.40218073176
CC(=O)Nc1ccccc1C(=O)NCC1CCC1, fitness:0.0113052186015
Cc1ccc(CNC(=O)CSc2nnc3cccc(C)n23)cc1, fitness:0.682880852661
COc1ccc(C(=O)Nc2ccncc2-n2cccn2)c(OC)c1, fitness:1.15211483743
COc1cccc(C2CCCN2C(=O)Nc2ccccn2)c1, fitness:1.34936544907
CN(Cc1cn(C(F)F)cn1)C(=O)Cc1cccc(F)c1, fitness:1.12009516304
Cc1cc(Cl)cc(NC(=O)N2CCC(C)(O)CC2)c1, fitness:0.00302416545219
N#Cc1cccc(CNCC(O)c2cccc3ccccc23)c1, fitness:0.0941931401903
CN(Cc1cccc(C#N)c1)C(=O)Cc1ccc(-n2cnnn2)cc1, fitness:1.04480859386
Cc1ncc(-c2cccc(NC(=O)CC3C=CCC3)c2)o1, fitness:1.18342904882
Cc1nc(NC(=O)c2c(C)cccc2F)c(C)s1, fitness:0.0195458402381
CC1(C)COCCN1C(=O)Cn1nnc2ccccc21, fitness:0.654234496964
Cc1cc(C)cc(OCC(=O)NCC(O)c2ccoc2)c1, fitness:0.287163996698
CC(=O)N1CCCC(C(=O)N(C)Cc2ccccc2O)C1, fitness:0.544610748264
COc1ccc(C(=O)NCC(O)c2ccc(Cl)cc2)cc1, fitness:0.0205597376136
Cc1nn(C)c2c(NCc3cccc(C#N)c3)ncnc12, fitness:1.59999766114
CCN(CC(=O)NC(C)C)C(=O)Cc1cccc(Cl)c1, fitness:0.014329023994
COc1ccc(C(=O)N2CCOC(c3ccc(Cl)cc3)C2)c(O)c1, fitness:0.720089806978
Cc1ccc(C(=O)NCc2cccc(OCC#N)c2)s1, fitness:1.23487189761
CN(Cc1cccs1)C(=O)c1cccc(OCC(F)F)n1, fitness:1.04296728961
Cc1cncc(C(=O)NCCc2c[nH]c3ccccc23)c1, fitness:1.60700138398
Cc1ccc(CNC(=O)c2cc3cc(F)ccc3[nH]2)s1, fitness:0.424239853039
Cc1ncc(C(=O)NC2c3ccccc3CC2O)cn1, fitness:0.0705907825583
Cc1cc(NC(=O)Cc2cccc(OC(F)(F)F)c2)no1, fitness:1.17538340581
CC(CNC(=O)c1cc(=O)[nH]c2c1CC=CC2)Cn1cccn1, fitness:0.761770302488
Cc1cc(C2CCCN(C(=O)c3ccoc3C)C2)ncn1, fitness:1.01639924682
Cc1ncc(CNC(=O)c2nn(-c3ccccc3)nc2C)s1, fitness:0.720325378456
NC(=O)c1ccc(OCC(=O)NCc2cccc(F)c2)cc1, fitness:0.138592900209
COC(=O)c1ccccc1NCc1nnc(-c2ccoc2)o1, fitness:0.921023833231
COc1cccc(C(=O)N(Cc2ccsc2)CC2CCOC2)c1, fitness:0.77861714388
CC12C=CCN(C(=O)c3cc(F)cc(Cl)c3)C1SC=C2, fitness:0.0515099158301
O=C(NCc1nnc2ccccn12)C1(c2ccccc2)CC1, fitness:0.114805534868
Cc1cccc(NC(=O)C2COc3cc(O)ccc32)c1, fitness:0.415344815259
Cc1ccc(NC(=O)CN2CCN(c3cncnc3C)CC2)cc1C, fitness:1.44075650769
Cc1cc(C)cc(NC(=O)Cc2cn3ccsc3n2)c1, fitness:0.177059746057
CC(O)(CNC(=O)Cc1cccc(OC(F)F)c1)c1cccs1, fitness:0.00658011119106
CCS(=O)(=O)NCCc1ccc(OC)c(OC)c1, fitness:2.77312608993e-06
Cc1ccccc1NC(=O)Cc1nc(C)n2ccccc12, fitness:0.11343214393
Cc1nc(-c2ccccc2C(=O)NCC2CCCCC2)no1, fitness:1.19851832806
Cc1cscc1C(=O)OCC(=O)NCc1ccccc1, fitness:0.0512072340035
CCOc1cccc(Br)c1C(=O)NCc1ccncc1, fitness:0.154641008196
Cc1c(C(=O)NCc2cccc(Cn3cncn3)c2)cnn1C, fitness:1.45835801283
COc1cccc(OC)c1C(=O)NC(C)c1ccsc1, fitness:0.0102762864001
O=C(c1ccsc1)N1CCCCC1Cn1cccn1, fitness:0.905721918699
CC(C)NC(=O)CSc1nnc(-c2cccs2)n1C1CC1, fitness:1.05534816281
CC(CNC(=O)CSc1cccc(F)c1)c1ccsc1, fitness:0.866872100048
CC(Nc1cccc(C(N)=O)c1)C(=O)NCc1ccccc1, fitness:0.0807623098988
CC(=O)N1CCC(C(=O)Nc2cccc(-c3cn[nH]c3)c2)CC1, fitness:1.16823557702
Cc1cccc(C)c1CNC(=O)CSc1ccccn1, fitness:0.0392979769309
Cc1ccc(C(=O)N2CCNCC2(N)c2nnc(C)o2)c(C)c1, fitness:0.798744392669
Cc1csc(C(=O)NCc2ccnn2-c2ccccc2)c1C, fitness:0.688329470424
Cc1cscc1CNC(=O)C1(c2ccccc2)CC1, fitness:0.026276819304
CC(NC(=O)N(C)Cc1cccc(F)c1)c1nc2ccccc2o1, fitness:1.1585358991
Cc1ccc(C(=O)N2CC(NS(C)(=O)=O)C(c3ccccc3)C2)o1, fitness:0.703513111786
COc1c(O)cccc1C(=O)NCc1ccncc1, fitness:0.0593238402832
O=C(CN1CCN(c2ccccc2)CC1)NC1Cc2ccccc2C1, fitness:0.0106213682877
Cc1cc(OCC(=O)N(C)C)ccc1NC(=O)CC(C)C, fitness:0.0171523785544
COc1cccc(F)c1C(=O)NCc1nc(C)c2n1NC(C)S2, fitness:0.828275597767
NC1(c2cccc(-n3cccn3)c2)CNCCN1C(=O)c1ccsc1, fitness:0.700904925981
CN(Cc1ccc(Cl)cc1)C(=O)CNC(=O)C(O)O, fitness:0.000961375003956
CC(C)c1nnnn1Cc1nc(-c2cccc(F)c2)no1, fitness:1.07442990856
Cc1nc(C(C)NC(=O)c2ccc(F)cc2-n2cccn2)no1, fitness:1.04094689096
Cc1cc(C(=O)NCc2cccnc2OCC(F)(F)F)c(C)s1, fitness:1.12475728449
CN(Cc1cccc2c1OCO2)C(=O)c1ncccc1-n1ccnc1, fitness:1.15298465662
CC(NC(=O)C1CC1)c1ccc(OC(F)(F)F)cc1, fitness:0.00684595580562
Cc1occc1C(=O)NCC(=O)NC(C)c1ccc2c(c1)OCCO2, fitness:0.732851086965
Nc1cnc(-c2ccc(OCC(F)(F)F)cc2)nc1, fitness:0.000531385847283
CN(CC1CC1)C(=O)c1ccc(NS(C)(=O)=O)cc1, fitness:0.0143779205095
COc1ccc(CNC(=O)c2c(C)c[nH]c(=O)c2C)cc1OC, fitness:0.354687079135
CCN(Cc1ccco1)C(=O)c1ccc(OC)c(OC)c1, fitness:0.125747661711
Cc1nc2cccc(C(=O)Nc3ccc4cccnc4c3)c2nc1C, fitness:0.986306674403
Cc1ccc(CNC(=O)Cc2ccccc2F)s1, fitness:0.0203756137777
CC(C)OC(=O)C1Nc2[nH]c(-c3ccccc3N)nc2S1, fitness:0.645085780976
Cc1onc(CC(=O)NCc2cnccc2OC(C)C)c1C, fitness:0.941121035389
COc1ccc(C(=O)NCc2cnn(C)c2C)cc1OC, fitness:0.347514425593
CC(=O)Nc1ccccc1C(C)NC(=O)C(C)c1ccc(F)cc1, fitness:0.0230681334746
COC(=O)c1cccc(CNC(=O)N2CCOC(C)C2)c1, fitness:1.03093725388
CCOC(=O)c1ccc2c(c1S(=O)(=O)N(CC)CC)OC=CO2, fitness:0.0809547304388
COc1ccc(C(=O)Nc2ccc(C#N)cn2)c(OC)c1, fitness:0.432091200512
Cc1csc(CN(C)S(=O)(=O)Cc2ccccc2C)n1, fitness:0.0636009373706
O=C(NCC(F)(F)F)c1ccccc1-n1ccnn1, fitness:0.0475515326936
C=CCN1CCN(C(=O)c2cc(OCC)c3ccoc3c2)CC1, fitness:0.936829021342
CCC(CC)NC(=O)C1Nc2ccccc2C1(N)C#N, fitness:0.197573520499
COc1cc(CNC(=O)N(C)Cc2ccc(F)cc2)ccc1C, fitness:0.315503553329
Cc1ccc(C(=O)NCc2csc(C3CC3)n2)cc1C, fitness:0.613934020834
COc1ccc(CNC(=O)c2c(C)[nH]c3c2CC=CC3=O)cc1, fitness:0.75256116563
COc1ccc(CN(C)C(=O)NC2(C#N)CCCC2)cc1, fitness:0.18787297101
COc1cccc(OC)c1C(=O)NC(C)c1ccccc1F, fitness:0.0059264282335
Cc1oc2ccccc2c1C(=O)Nc1ccc(N(C)C)cn1, fitness:0.54661138401
Cc1occc1C(=O)N1CC=C(c2c[nH]c3ccccc23)CC1, fitness:0.933442968295
O=C(Cn1c(=O)[nH]c2ccccc21)NCc1ccsc1, fitness:0.346669220339
CC(C)NC(=O)CCNC(=O)c1ccc(F)cc1, fitness:0.000233346011699
CCN(CC)C(=O)COc1cccc(C(=O)NC2CC2)c1, fitness:0.00248488368184
COc1ccc(CC(=O)NCc2csc(C3CC3)n2)cc1, fitness:1.15503695333
C=CCN(Cc1cccs1)C(=O)CN1C(=O)CCOc2ccccc21, fitness:-0.989582045476
Cc1cc(C(=O)NCc2c[nH]nc2-c2ccccn2)c(C)s1, fitness:1.11591639716
CS(=O)(=O)NC1CCCCN1C(=O)Cc1ccc(F)cc1, fitness:0.184965682846
N#Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.0380191688177
Cc1cc(C(=O)NCc2nnnn2-c2ccccc2)c2ccccc2n1, fitness:1.48262380177
Cc1cc(CNC(=O)Cc2cnc(-c3ccccc3)o2)[nH]c(=O)c1C, fitness:1.02156134775
Cc1cccnc1CC(=O)Nc1cc(-c2cccnc2)nn1C, fitness:1.69479696261
COc1cccc(OC)c1CNC(=O)c1ccccc1C#N, fitness:0.0204635122631
CCN(Cc1ccc(C#N)cc1)S(=O)(=O)c1ccccc1F, fitness:0.0458328188719
CC(C)OCc1cccc(CNC(=O)c2cc(C(N)=O)cs2)c1, fitness:0.00905502008345
COc1cccc(CNS(=O)(=O)c2ccccc2C#N)c1OC, fitness:0.22330854931
CC(C)Oc1cccc(CNC(=O)C2C(=O)CCN2C(C)C)c1, fitness:0.722201940164
Cc1cnccc1NC(=O)CN(C)S(=O)(=O)c1cccc(F)c1, fitness:1.68746688437
COc1cccc(C(=O)NCc2cn(-c3ccccc3)nn2)c1F, fitness:1.00280703152
COc1ccc(C(=O)NCc2cn(-c3ccccc3)nn2)cc1, fitness:0.396318603158
CC(=O)Nc1ccc(Cc2nc(-c3ccsc3)no2)cc1, fitness:0.785360014699
Cc1ccc(C(=O)Nc2ccc3nc(C4CCOC4)[nH]c3c2)o1, fitness:1.2529845256
CC(Oc1ccccc1)C(=O)N(C)Cc1cccnc1, fitness:0.0861864672697
Cc1ccc(C(=O)N2CCCC2)c(NC(=O)NCc2ccc(F)cc2)c1, fitness:1.0471394284
CC(c1ccccc1F)N(C)C(=O)NCc1cccnc1, fitness:0.667337410057
