Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
NC(=O)c1ccc(OCC(=O)NC2CCc3cc(F)ccc32)cc1, fitness:0.254452926209
Cc1cccc(C(=O)N(C)C)c1NC(=O)c1ccc2ccncc2c1, fitness:0.434056761269
CC(=O)Nc1cc(C(=O)N(C)Cc2cccc(C)n2)ccc1C, fitness:0.475543478261
N#Cc1ccccc1CN(Cc1ccccn1)CC(F)(F)F, fitness:0.297745640153
CCOc1cc(OCC)cc(-c2nnc(-c3nonc3N)o2)c1, fitness:0.272479564033
CC(C)n1nnnc1SCC(=O)NCC1CCCO1, fitness:0.222057735011
CC(C)Oc1ccc(Cn2cnc(-c3cccnc3)n2)cc1, fitness:0.339750849377
COc1cc(OC)cc(C(=O)NC(C)c2ccccc2C)c1, fitness:0.391474554154
Cc1coc(C(=O)Nc2ccccc2C(=O)N(C)C)c1, fitness:0.408496732026
CC(NC(=O)c1ccc2c(c1)CCN2C(C)C)c1cccnc1, fitness:0.33921302578
COc1cc(C)cc(C(=O)NCC(O)c2cocc2C)c1, fitness:0.301886792453
CC(=O)Nc1cc(C)cc(NC(=O)Cc2ccsc2)c1, fitness:0.383141762452
CC(C)CN1CC(C(=O)Nc2ccc(-c3ncco3)cc2)CC1=O, fitness:0.375469336671
Cc1noc(Cc2ccccc2C(=O)NC2CCCc3occc32)n1, fitness:0.277008310249
CC1CCC(NC(=O)c2ccccc2NC(=O)c2ccoc2)C1, fitness:0.230591852421
COc1cc(CC(=O)NCc2conc2C(C)C)cc(OC)c1, fitness:0.274402195218
Cc1cc(CN2CCN(C(=O)c3c(F)cccc3F)CC2)on1, fitness:0.339750849377
Cc1cccc(CNC(=O)C2Cc3ccccc3S2)n1, fitness:0.339750849377
CN(CC(=O)N1CCOCC1)C(=O)c1ccccc1C#N, fitness:0.313725490196
CC(NC(=O)c1cccs1)C(=O)N(C)Cc1cnc2ccccn12, fitness:0.344072568033
N#CCCN(Cc1cccc(C#N)c1)C(=O)c1cccs1, fitness:0.235109717868
Cc1nc(CC(=O)NCC(C)c2cccs2)cs1, fitness:0.346287033474
CC(C)n1ncc2c(N)cnc(C(=O)NC3CCCCC3)c21, fitness:0.35739814153
Cc1occc1C(=O)Nc1nc(-c2ccc(F)cc2)n[nH]1, fitness:0.339750849377
CCOC(=O)c1nc(NC(=O)Cc2ccc(OC)cc2)cs1, fitness:0.301886792453
Cc1cccc(C)c1S(=O)(=O)NC1Cc2ccccc2CO1, fitness:0.425894378194
CCC(=O)Nc1ccccc1C(=O)N(CC)Cc1ccccn1, fitness:0.377643504532
CC(=O)Nc1ccccc1NC(=O)c1sccc1C, fitness:0.390243902439
NC1Nc2ccccc2C1C(=O)NCc1nnc2ccccn12, fitness:0.285714285714
CC(=O)Nc1ccccc1-c1nc2ccccc2n1C1CC1, fitness:0.384911470362
COCC(C)NC(=O)CN(C)C(=O)c1ccccc1C, fitness:0.392464678179
N#Cc1cccc(NCc2ccc(Cl)nc2)c1C(N)=O, fitness:0.301886792453
Cc1ccc(-c2nc(CN3CCCC3c3nc(C)no3)co2)cc1, fitness:0.280701754386
Cc1nc(C2CCN(C(=O)Cc3ccsc3)C2)no1, fitness:0.310451879959
Cc1cc(C(=O)NCC2CCCO2)c(C)cc1Br, fitness:0.326530612245
Cc1ccccc1NC(=O)COc1nnc2ccccn12, fitness:0.377643504532
Cc1ncc(NCC(CC(C)C)c2ccccc2)c(C)n1, fitness:0.375156315131
Cc1nc(NC(=O)C2C(=O)CCN2c2ccccc2Cl)c(C)s1, fitness:0.333555703803
Cc1nc(C2CCC(N)(c3cccc(C#N)c3)N2)no1, fitness:0.310451879959
CC(C)n1c(=O)n(CC(=O)N2CCCC(O)C2)c2ccccc21, fitness:0.226244343891
COC(=O)c1cc(C#N)c(=O)n(C)c1-c1ccc(F)cc1, fitness:0.32
Cc1nc(NCCNC(=O)c2ccccc2)cc(-c2ccncc2)n1, fitness:0.393278512692
Cc1scnc1CN1CCN(C(=O)CC(C)C)CC1, fitness:0.333333333333
O=C(NCc1ccncc1)c1cccc(C(F)(F)F)c1, fitness:0.347826086957
CN(Cc1ccccc1C#N)C(=O)c1cncc2ccccc12, fitness:0.339750849377
Cc1cccc(NC(=O)c2c(C#N)cn3ccccc23)c1C, fitness:0.333456835865
COc1cc(CN2CCN(C(=O)c3ccccc3F)CC2)cc(OC)c1, fitness:0.279888044782
CC(=O)Nc1ccccc1-c1cn(Cc2cccc(F)c2)nn1, fitness:0.3159003159
COC(=O)c1ccc(NC(=O)CSc2nccn2C)cc1, fitness:0.456942003515
CC(C)Oc1cccc(CC(=O)Nc2cc(C(N)=O)[nH]n2)c1, fitness:0.3159003159
CCN(C(=O)c1cccc(NC(=O)c2ccsc2)c1)C(C)O, fitness:0.32154340836
O=C(NCc1ccccc1F)c1c[nH]nc1-c1ccccc1, fitness:0.255102040816
Cc1ccc(-n2nnnc2C(C)NCc2ccc(F)cc2)cc1, fitness:0.32
Cc1cc(NC(=O)CNC(=O)c2cccc3ccccc23)no1, fitness:0.363901018923
Cc1c(C(=O)Nc2ccc(F)cc2)cn(C(C)C)c1C, fitness:0.458906967042
Cc1ccc(C(=O)NCC2(c3ccccc3)CC2)c(C)c1, fitness:0.375156315131
Cc1cc(Cl)cc(NC(=O)CSc2c(N)ncnc2N)c1, fitness:0.415564790329
COc1ccc(CC(=O)Nc2cc(C)on2)cc1OC, fitness:0.360144057623
COc1cc(NC(=O)Cc2ccc[nH]2)ccc1OCc1cccnc1, fitness:0.338774253157
Cc1cc(C(=O)NCc2cccc(CO)c2)cs1, fitness:0.340425531915
Nn1c(SCC(=O)NC2CC2)nnc1-c1ccc(Cl)cc1, fitness:0.301886792453
CC1CCN(c2cnc(NCc3ccccc3)nc2N)CC1, fitness:0.400436840189
C=CCN(Cc1ccccc1)C(=O)c1ccc(C)s1, fitness:0.304215558453
CC(C)N1CCN(C(=O)c2ccccc2NC(N)=O)CC1, fitness:0.347826086957
CC(=O)Nc1cccc(C(=O)NCc2nncn2C2CC2)c1, fitness:0.33921302578
O=C(NCc1ccccc1F)Nc1cnn(Cc2ccccc2)c1, fitness:0.301886792453
CC(C)c1ccccc1NC(=O)CN(C)C(=O)C1CC=CC1, fitness:0.32
COc1ccc(CNC(=O)c2cnc3cccc(C)n23)cc1, fitness:0.363901018923
C=C(C)n1nnnc1SCC(=O)Nc1ccccc1C, fitness:0.363901018923
Cc1cocc1-c1nnc(CNc2ccccc2C(F)(F)F)o1, fitness:0.301886792453
Cc1ccncc1NC(=O)COc1ccccc1C(F)(F)F, fitness:0.363901018923
CCN(CC)C(=O)c1cccc(NCc2nnnn2C(C)C)c1, fitness:0.373260943332
CC1COCC(C)N1C(=O)Cc1ccc(OC(F)F)cc1, fitness:0.260642919201
CC(C)NC(=O)c1ccccc1NCC(=O)NC1CC1, fitness:0.260642919201
Cc1cccc(C(=O)NCc2ccnc(OCC(C)C)c2)c1, fitness:0.40733197556
COc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2C)cc1, fitness:0.333555703803
CCN(Cc1cccc(C)c1)C(=O)c1ccccc1C#N, fitness:0.32
COc1ccccc1C(=O)NCC(O)c1ccc(Cl)cc1, fitness:0.255102040816
CC(C)n1nccc1C(=O)NCc1cccc(CO)c1, fitness:0.377643504532
N#Cc1ccc(NC(=O)CCCn2ccc3ccccc32)cc1, fitness:0.307692307692
Cc1nc(C)c(CNC(=O)c2ccc(CSc3nc[nH]n3)cc2)o1, fitness:0.328083989501
Cc1nc(CSc2nncn2-c2ccccc2)no1, fitness:0.326530612245
COc1cc(NC(=O)c2cccc(=O)[nH]2)cc(OC)c1, fitness:0.363636363636
Cc1csc(C)c1C(=O)Nc1ccccc1N1CNCC1=O, fitness:0.32154340836
Cc1ncc(C(=O)N2CCCC2COc2ccccc2)cn1, fitness:0.333456835865
CN(Cc1cccc(F)c1)C(=O)NCc1ccncc1OC1CCC1, fitness:0.323815130998
COc1ccc(Cl)cc1C(=O)NCc1cc(C2CC2)[nH]n1, fitness:0.280701754386
Cn1c(C(C#N)C(=O)NCc2ccccc2)nc2ccccc21, fitness:0.393278512692
Cc1cc(Br)cc(S(=O)(=O)NCC(C)C#N)c1, fitness:0.391474554154
Cc1nc(CCNC(=O)NCc2ccc(Cl)cc2)cs1, fitness:0.353079639074
CC(C)c1ccc(C(=O)NCc2ccccc2-n2cccn2)cn1, fitness:0.33921302578
COc1cc(OC)cc(C(=O)N2CCN(c3cncnc3)CC2)c1, fitness:0.310972900933
Cc1cocc1CNC(=O)CSc1nncn1-c1ccccc1, fitness:0.333555703803
Cc1ccc(C(=O)N2CCN(Cc3cscn3)CC2)c(O)c1, fitness:0.351123595506
CC1CCN(C(=O)CSc2cccc(F)c2)CC1, fitness:0.297745640153
Cc1noc(NC(=O)c2ccc(OCC3CCCO3)cc2)n1, fitness:0.30518819939
Cn1c(=O)oc2cc(NC(=O)C3(Cc4ccccc4)CC3)ccc21, fitness:0.373260943332
COC(=O)c1ccccc1C(=O)N(C)CCc1ccccc1F, fitness:0.304215558453
CN(Cc1cccnc1)C(=O)c1cc(-c2ccccc2F)n[nH]1, fitness:0.33921302578
Cc1scnc1CNC(=O)N1Cc2ccccc2C1C, fitness:0.351123595506
Cc1coc(-c2nnc(NC(=O)CC(C)c3ccccc3)o2)c1C, fitness:0.3159003159
Cc1coc(C(=O)N2CCC(C(O)c3ccccc3)CC2)c1C, fitness:0.307692307692
COc1ccccc1C(=O)NCc1csc(-c2ccncc2)n1, fitness:0.32154340836
O=C(Cn1cnc2sccc2c1=O)Nc1ccccc1C(F)(F)F, fitness:0.310451879959
CN(Cc1ccccc1)C(=O)c1ccc(OCC2CC2)nc1, fitness:0.333456835865
Cc1nc(CCNC(=O)c2cnn(-c3ccccc3)c2C)cs1, fitness:0.373260943332
CC(=O)c1ccccc1NC(=O)Cn1nc2sccc2cc1=O, fitness:0.345065562457
CC(=O)Nc1cc(F)ccc1C(=O)NCc1cc(-c2ccccc2)no1, fitness:0.275862068966
CC(C)Oc1cccc(C(=O)NCC(=O)NC2CC2)c1, fitness:0.279888044782
COc1cccc(NC(=O)Cn2ccc(C(F)(F)F)n2)c1, fitness:0.386371619248
Cc1ccc(F)cc1C(=O)Nc1cccn(Cc2ccccc2)c1=O, fitness:0.379703141181
Cc1ccc(CNC(=O)c2ccccc2C(F)(F)F)o1, fitness:0.304215558453
CN(Cc1cccc(C#N)c1)C(=O)CSc1ncn[nH]1, fitness:0.33921302578
Cc1cnc(CNS(=O)(=O)c2ccccc2C#N)cn1, fitness:0.453514739229
Cc1cccc(NC(=O)CN(C)c2ccc(F)cc2)c1C, fitness:0.471327572663
Cc1nc2c(C)c(C(=O)NCC(=O)NC3CC3)sc2c(=O)[nH]1, fitness:0.259163272862
Cc1noc(C)c1CN1CCCC(C(=O)OCC(F)(F)F)C1, fitness:0.218023255814
CCCN(Cc1nc2sc(C)cc2c(=O)[nH]1)C(=O)c1cccc(F)c1, fitness:0.333636639369
Cc1ccccc1CNC(=O)C1C(=O)CCN1C1CCCCC1, fitness:0.327391778829
COc1cccc(C(=O)N(CCC#N)c2cccc(Cl)c2)c1, fitness:0.296296296296
Cc1nc2ccccc2n1CC(=O)NCc1ccoc1, fitness:0.393278512692
COc1ccc(CNC(=O)Cc2cc[nH]c2)c(OC)c1OC, fitness:0.249791840133
Cc1nnc(NC(=O)C2CC(=O)N(Cc3ccc(O)cc3)C2)s1, fitness:0.30518819939
CC1CCC(C)(NC(=O)c2ccncc2-n2cccn2)CC1, fitness:0.3159003159
O=C(NCC1CCCO1)c1cccc(-c2nnnn2-c2ccccc2)c1, fitness:0.253968253968
CCOc1ccc(C(=O)N2CCN(c3nc(C)cs3)CC2)cc1, fitness:0.333456835865
Cc1ccc(C(=O)NCC2COc3ccccc3O2)c(C)c1, fitness:0.339750849377
CC(C)CN(Cc1ccc(O)cc1)S(=O)(=O)c1ccc(F)cc1, fitness:0.347826086957
CC(C)n1ncc2cc(C(=O)NCc3cccs3)cnc21, fitness:0.33921302578
CC(Oc1cccc(F)c1)N(C)C(=O)c1ccccc1C(N)=O, fitness:0.353079639074
CC(NC(=O)c1ccncc1)c1nc2ccccc2n1C(C)C, fitness:0.415564790329
Cc1nc(N2CCCC(C(=O)NC3CC3)C2)c2c(C)c(C)sc2n1, fitness:0.280701754386
COc1ccc(CN(C)C(=O)C2CCC(=O)N2)cc1OC, fitness:0.307692307692
CC(C)c1nnnn1CC(=O)Nc1ccc(C#N)cc1, fitness:0.377643504532
CC(=O)NCc1nc2ccccc2n1Cc1cccc(C)c1, fitness:0.421644413212
Cc1ccc(NC(=O)CSc2cnc(C#N)nc2N)cc1, fitness:0.44142614601
COCc1nc2ccccc2n1CC(=O)Nc1ccccc1Cl, fitness:0.35739814153
Cc1cccc(CS(=O)(=O)NCC(C)c2nc(-c3ccccc3)no2)c1, fitness:0.387596899225
CCOc1cccc(C(=O)NCc2scnc2C)c1, fitness:0.363901018923
N#Cc1ccccc1OCC(=O)Nc1cccc2cccnc12, fitness:0.296296296296
CC(=O)Nc1ccc(NC(=O)c2ccc(C)nc2)cc1, fitness:0.512342803912
Cc1cccc(C(=O)Nc2ccccc2F)c1S(=O)(=O)NC(C)C, fitness:0.377643504532
CC(Nc1cccc(CC#N)c1)C(=O)N1Cc2ccccc2C1, fitness:0.333456835865
CCN(Cc1ccccc1F)C(=O)CNC(=O)c1ccccc1C#N, fitness:0.259163272862
COc1cc(CNC(=O)C2CCCC(C)C2)cc(OC)c1, fitness:0.260642919201
CC1CCCC(OCC(=O)NCc2ccccn2)C1, fitness:0.327391778829
CCN(Cc1cccc(OC)c1)C(=O)c1cc(N)c[nH]c1=O, fitness:0.285714285714
CN(CC(=O)NC1CC1)C(=O)c1ccc(Cl)cc1, fitness:0.363636363636
C#Cc1cccc(N(Cc2cccs2)C(=O)c2cccn2C)c1, fitness:0.333555703803
CC(C)n1nccc1C(=O)NCc1ccccc1S(N)(=O)=O, fitness:0.525969756739
CCN(Cc1ccccc1F)C(=O)C1CCCCN1C(=O)N(C)C, fitness:0.285714285714
CCOC(=O)c1cc(-c2cc(Cl)ccc2C)n(CCO)n1, fitness:0.40733197556
Cc1cccc(NC(=O)NCC(C)(C)c2cccnc2)c1-c1cnco1, fitness:0.317662007624
Cc1cccc(NC(=O)CSc2nnc(CO)n2C2CC2)c1, fitness:0.355182434614
Cc1cc(C(=O)NCC(C)(C)N2CCOCC2)cs1, fitness:0.32
CC(C)c1nc(SCC(=O)N2CCCc3ccccc32)n[nH]1, fitness:0.275862068966
O=C(Cc1ccccc1F)NCc1n[nH]c(-c2ccccc2)n1, fitness:0.279888044782
COc1ccc(OC)c(CNC(=O)C(C)(C)C)c1, fitness:0.333174678724
Cc1nc(C2CCN(C(=O)c3cocc3C)C2)no1, fitness:0.339750849377
COc1cccc(CN(C)C(=O)c2cccc(CNC(C)=O)c2)c1, fitness:0.339750849377
Cc1cscc1CNC(=O)c1ccccc1C(=O)N(C)C, fitness:0.408496732026
Cc1ccc(NC(=O)c2ccc(-n3cnnn3)cc2)c(Br)c1, fitness:0.370644922165
C#CCN(Cc1ccc(F)cc1)C(=O)C1COc2ccccc2C1, fitness:0.184979652238
CC(=O)Nc1ccc(C(=O)NCc2nc(C(C)C)cs2)cc1, fitness:0.377643504532
Cc1cc(C)cc(NC(=O)CS(=O)(=O)c2ccccc2)c1, fitness:0.489541611037
CC1CCN(C(=O)c2ccncc2-n2ccnc2)CC1, fitness:0.32
COc1ccc(C(=O)NCc2nc(C)no2)c(OC)c1, fitness:0.370644922165
Cc1cccc(CNC(=O)CNC(=O)c2cccc(F)c2)c1, fitness:0.326530612245
Cc1ccc(C(=O)NCc2cn(-c3ccccc3)nn2)cc1F, fitness:0.40733197556
COc1cc(OC)cc(C(=O)NCC2CN3CCCCC3CO2)c1, fitness:0.249910746162
Cc1cc(C)cc(C(=O)NCc2conc2C)c1, fitness:0.372093023256
COc1cccc(C(=O)Nn2c(C)nc3sccc3c2=O)c1O, fitness:0.355182434614
Cc1ccccc1CC(=O)N1CCN(Cc2ncsc2C)CC1, fitness:0.363901018923
CN(CCc1noc(-c2ccccc2)n1)C(=O)c1cccc(F)c1, fitness:0.345065562457
Cc1ccc(NC(=O)CSc2nnc(C)n2C2CC2)c(C)c1, fitness:0.379703141181
O=C(c1ccc(F)cc1)N(CCO)C1CCCc2ccccc21, fitness:0.199760287655
Cc1nc(CC(=O)Nc2ccc(N3CCCC3=O)cc2)cs1, fitness:0.400534045394
COC(=O)CN(C(=O)c1ccc(Br)cc1)C1CCCC1, fitness:0.272479564033
COc1ccc(O)c(C(=O)NCCc2cnn(C)c2)c1, fitness:0.351123595506
CN(Cc1cccc(F)c1)C(=O)C1CCCN(C(=O)c2ccco2)C1, fitness:0.281337918099
Cc1nnc2n1CCN(C(=O)c1cccc(COc3ccccc3)c1)C2, fitness:0.300100033344
Cc1cnc(C)c(C)c1NC(=O)C(C)c1noc(-c2ccncc2)n1, fitness:0.393959290873
CCN(Cc1ccccc1C)C(=O)Cc1ncc(NC(C)=O)s1, fitness:0.373260943332
Cc1cnc(CNC(=O)c2ccc(NC(=O)c3ccoc3)cc2)s1, fitness:0.379703141181
CC(NC(=O)c1ccccc1S(C)(=O)=O)c1cccc(F)c1, fitness:0.392464678179
CS(=O)(=O)NCC(=O)N1CCNCC1(N)c1ccc(F)cc1, fitness:0.351123595506
CC(C)n1ncc2c(C3CC3)cnc(C(=O)NCc3ccoc3)c21, fitness:0.307881773399
Cc1nc(C(C)NC(=O)c2cccc(S(=O)(=O)C(C)C)c2)no1, fitness:0.414364640884
COC(=O)CN(C(=O)c1cc(F)cc(F)c1)C(C)C, fitness:0.2997002997
CSc1ccccc1C(=O)NCc1cnn(C)c1, fitness:0.360144057623
Cc1ccccc1NC(=O)C1c2ccccc2NC1Cl, fitness:0.347826086957
COc1ccc(CC(=O)Nc2cc(C#N)ccc2C)cc1, fitness:0.384911470362
COCCN(CC(=O)N1CCCCC1)Cc1ccc(C#N)cc1, fitness:0.264051301396
Cc1occc1C(=O)NC1CCN(c2ccccc2F)CC1, fitness:0.301886792453
Cc1cnoc1CN(C)C(=O)Nc1c(Cl)cccc1C(=O)NC1CC1, fitness:0.333636639369
CC(C)CN1CCN(C(=O)Cc2cc(F)cc(Cl)c2)CC1, fitness:0.255102040816
CC(=O)N1CCN(C(=O)COc2cccc(-c3ccccc3)c2)CC1, fitness:0.304215558453
CC(C)(C)OC(=O)N1CCCC1(C)OCc1ccccc1C#N, fitness:0.218023255814
Cc1cc2c(nc1C(=O)N1CCCCC1Oc1ccccc1)c(=O)[nH]n2C, fitness:0.353356890459
CC(C)NC(=O)c1ccnc(NCc2cn3cc(Cl)ccc3n2)c1, fitness:0.40061633282
CC(=O)Nc1ccccc1C(=O)NCC1CCC1, fitness:0.278810408922
Cc1ccc(CNC(=O)CSc2nnc3cccc(C)n23)cc1, fitness:0.333456835865
COc1ccc(C(=O)Nc2ccncc2-n2cccn2)c(OC)c1, fitness:0.333555703803
COc1cccc(C2CCCN2C(=O)Nc2ccccn2)c1, fitness:0.361010830325
CN(Cc1cn(C(F)F)cn1)C(=O)Cc1cccc(F)c1, fitness:0.379703141181
Cc1cc(Cl)cc(NC(=O)N2CCC(C)(O)CC2)c1, fitness:0.375156315131
N#Cc1cccc(CNCC(O)c2cccc3ccccc23)c1, fitness:0.249791840133
CN(Cc1cccc(C#N)c1)C(=O)Cc1ccc(-n2cnnn2)cc1, fitness:0.328083989501
Cc1ncc(-c2cccc(NC(=O)CC3C=CCC3)c2)o1, fitness:0.355182434614
Cc1nc(NC(=O)c2c(C)cccc2F)c(C)s1, fitness:0.417014178482
CC1(C)COCCN1C(=O)Cn1nnc2ccccc21, fitness:0.301886792453
Cc1cc(C)cc(OCC(=O)NCC(O)c2ccoc2)c1, fitness:0.307692307692
CC(=O)N1CCCC(C(=O)N(C)Cc2ccccc2O)C1, fitness:0.301886792453
COc1ccc(C(=O)NCC(O)c2ccc(Cl)cc2)cc1, fitness:0.266429840142
Cc1nn(C)c2c(NCc3cccc(C#N)c3)ncnc12, fitness:0.434056761269
CCN(CC(=O)NC(C)C)C(=O)Cc1cccc(Cl)c1, fitness:0.32
COc1ccc(C(=O)N2CCOC(c3ccc(Cl)cc3)C2)c(O)c1, fitness:0.245527884953
Cc1ccc(C(=O)NCc2cccc(OCC#N)c2)s1, fitness:0.296296296296
CN(Cc1cccs1)C(=O)c1cccc(OCC(F)F)n1, fitness:0.32154340836
Cc1cncc(C(=O)NCCc2c[nH]c3ccccc23)c1, fitness:0.35739814153
Cc1ccc(CNC(=O)c2cc3cc(F)ccc3[nH]2)s1, fitness:0.307692307692
Cc1ncc(C(=O)NC2c3ccccc3CC2O)cn1, fitness:0.360144057623
Cc1cc(NC(=O)Cc2cccc(OC(F)(F)F)c2)no1, fitness:0.327391778829
CC(CNC(=O)c1cc(=O)[nH]c2c1CC=CC2)Cn1cccn1, fitness:0.290416263311
Cc1cc(C2CCCN(C(=O)c3ccoc3C)C2)ncn1, fitness:0.345065562457
Cc1ncc(CNC(=O)c2nn(-c3ccccc3)nc2C)s1, fitness:0.393278512692
NC(=O)c1ccc(OCC(=O)NCc2cccc(F)c2)cc1, fitness:0.285597715218
COC(=O)c1ccccc1NCc1nnc(-c2ccoc2)o1, fitness:0.254452926209
COc1cccc(C(=O)N(Cc2ccsc2)CC2CCOC2)c1, fitness:0.225733634312
CC12C=CCN(C(=O)c3cc(F)cc(Cl)c3)C1SC=C2, fitness:0.230591852421
O=C(NCc1nnc2ccccn12)C1(c2ccccc2)CC1, fitness:0.285597715218
Cc1cccc(NC(=O)C2COc3cc(O)ccc32)c1, fitness:0.339750849377
Cc1ccc(NC(=O)CN2CCN(c3cncnc3C)CC2)cc1C, fitness:0.477251034044
Cc1cc(C)cc(NC(=O)Cc2cn3ccsc3n2)c1, fitness:0.415564790329
CC(O)(CNC(=O)Cc1cccc(OC(F)F)c1)c1cccs1, fitness:0.241296104791
CCS(=O)(=O)NCCc1ccc(OC)c(OC)c1, fitness:0.418799441601
Cc1ccccc1NC(=O)Cc1nc(C)n2ccccc12, fitness:0.423565652676
Cc1nc(-c2ccccc2C(=O)NCC2CCCCC2)no1, fitness:0.327391778829
Cc1cscc1C(=O)OCC(=O)NCc1ccccc1, fitness:0.333333333333
CCOc1cccc(Br)c1C(=O)NCc1ccncc1, fitness:0.32
Cc1c(C(=O)NCc2cccc(Cn3cncn3)c2)cnn1C, fitness:0.420032310178
COc1cccc(OC)c1C(=O)NC(C)c1ccsc1, fitness:0.272479564033
O=C(c1ccsc1)N1CCCCC1Cn1cccn1, fitness:0.259163272862
CC(C)NC(=O)CSc1nnc(-c2cccs2)n1C1CC1, fitness:0.275862068966
CC(CNC(=O)CSc1cccc(F)c1)c1ccsc1, fitness:0.259163272862
CC(Nc1cccc(C(N)=O)c1)C(=O)NCc1ccccc1, fitness:0.360144057623
CC(=O)N1CCC(C(=O)Nc2cccc(-c3cn[nH]c3)c2)CC1, fitness:0.345065562457
Cc1cccc(C)c1CNC(=O)CSc1ccccn1, fitness:0.440528634361
Cc1ccc(C(=O)N2CCNCC2(N)c2nnc(C)o2)c(C)c1, fitness:0.361010830325
Cc1csc(C(=O)NCc2ccnn2-c2ccccc2)c1C, fitness:0.393278512692
Cc1cscc1CNC(=O)C1(c2ccccc2)CC1, fitness:0.340425531915
CC(NC(=O)N(C)Cc1cccc(F)c1)c1nc2ccccc2o1, fitness:0.381436745073
Cc1ccc(C(=O)N2CC(NS(C)(=O)=O)C(c3ccccc3)C2)o1, fitness:0.35739814153
COc1c(O)cccc1C(=O)NCc1ccncc1, fitness:0.333333333333
O=C(CN1CCN(c2ccccc2)CC1)NC1Cc2ccccc2C1, fitness:0.272479564033
Cc1cc(OCC(=O)N(C)C)ccc1NC(=O)CC(C)C, fitness:0.415564790329
COc1cccc(F)c1C(=O)NCc1nc(C)c2n1NC(C)S2, fitness:0.307881773399
NC1(c2cccc(-n3cccn3)c2)CNCCN1C(=O)c1ccsc1, fitness:0.272809942407
CN(Cc1ccc(Cl)cc1)C(=O)CNC(=O)C(O)O, fitness:0.355555555556
CC(C)c1nnnn1Cc1nc(-c2cccc(F)c2)no1, fitness:0.290909090909
Cc1nc(C(C)NC(=O)c2ccc(F)cc2-n2cccn2)no1, fitness:0.369685767098
Cc1cc(C(=O)NCc2cccnc2OCC(F)(F)F)c(C)s1, fitness:0.361010830325
CN(Cc1cccc2c1OCO2)C(=O)c1ncccc1-n1ccnc1, fitness:0.333636639369
CC(NC(=O)C1CC1)c1ccc(OC(F)(F)F)cc1, fitness:0.278810408922
Cc1occc1C(=O)NCC(=O)NC(C)c1ccc2c(c1)OCCO2, fitness:0.280701754386
Nc1cnc(-c2ccc(OCC(F)(F)F)cc2)nc1, fitness:0.315457413249
CN(CC1CC1)C(=O)c1ccc(NS(C)(=O)=O)cc1, fitness:0.490596892886
COc1ccc(CNC(=O)c2c(C)c[nH]c(=O)c2C)cc1OC, fitness:0.339750849377
CCN(Cc1ccco1)C(=O)c1ccc(OC)c(OC)c1, fitness:0.285597715218
Cc1nc2cccc(C(=O)Nc3ccc4cccnc4c3)c2nc1C, fitness:0.501169395256
Cc1ccc(CNC(=O)Cc2ccccc2F)s1, fitness:0.310972900933
CC(C)OC(=O)C1Nc2[nH]c(-c3ccccc3N)nc2S1, fitness:0.290909090909
Cc1onc(CC(=O)NCc2cnccc2OC(C)C)c1C, fitness:0.310451879959
COc1ccc(C(=O)NCc2cnn(C)c2C)cc1OC, fitness:0.46511627907
CC(=O)Nc1ccccc1C(C)NC(=O)C(C)c1ccc(F)cc1, fitness:0.260642919201
COC(=O)c1cccc(CNC(=O)N2CCOC(C)C2)c1, fitness:0.280701754386
CCOC(=O)c1ccc2c(c1S(=O)(=O)N(CC)CC)OC=CO2, fitness:0.32
COc1ccc(C(=O)Nc2ccc(C#N)cn2)c(OC)c1, fitness:0.339750849377
Cc1csc(CN(C)S(=O)(=O)Cc2ccccc2C)n1, fitness:0.491493383743
O=C(NCC(F)(F)F)c1ccccc1-n1ccnn1, fitness:0.333333333333
C=CCN1CCN(C(=O)c2cc(OCC)c3ccoc3c2)CC1, fitness:0.275862068966
CCC(CC)NC(=O)C1Nc2ccccc2C1(N)C#N, fitness:0.274402195218
COc1cc(CNC(=O)N(C)Cc2ccc(F)cc2)ccc1C, fitness:0.436999271668
Cc1ccc(C(=O)NCc2csc(C3CC3)n2)cc1C, fitness:0.429184549356
COc1ccc(CNC(=O)c2c(C)[nH]c3c2CC=CC3=O)cc1, fitness:0.254452926209
COc1ccc(CN(C)C(=O)NC2(C#N)CCCC2)cc1, fitness:0.313725490196
COc1cccc(OC)c1C(=O)NC(C)c1ccccc1F, fitness:0.278810408922
Cc1oc2ccccc2c1C(=O)Nc1ccc(N(C)C)cn1, fitness:0.483759502419
Cc1occc1C(=O)N1CC=C(c2c[nH]c3ccccc23)CC1, fitness:0.275862068966
O=C(Cn1c(=O)[nH]c2ccccc21)NCc1ccsc1, fitness:0.239808153477
CC(C)NC(=O)CCNC(=O)c1ccc(F)cc1, fitness:0.2997002997
CCN(CC)C(=O)COc1cccc(C(=O)NC2CC2)c1, fitness:0.313725490196
COc1ccc(CC(=O)NCc2csc(C3CC3)n2)cc1, fitness:0.296296296296
C=CCN(Cc1cccs1)C(=O)CN1C(=O)CCOc2ccccc21, fitness:0.196592398427
Cc1cc(C(=O)NCc2c[nH]nc2-c2ccccn2)c(C)s1, fitness:0.361010830325
CS(=O)(=O)NC1CCCCN1C(=O)Cc1ccc(F)cc1, fitness:0.346287033474
N#Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.297745640153
