Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(O)c(NC(=O)C2=NCCc3ccccc32)c1, fitness:0.440329741802
Cc1ccc(N2CC(C(=O)NCc3cccnc3)CC2=O)cc1, fitness:1.11918391328
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1C, fitness:0.0407997549546
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C2CCCN2C(=O)CC2C=CCC2)cc1, fitness:0.367224226226
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CCSc2ncccn2)cc1Cl, fitness:0.434450259009
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)COc2ccc(C#N)cc2)ccc1Br, fitness:0.331918866374
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(C(=O)NCC2COc3ccccc3O2)c1, fitness:0.979766499755
Cc1csc(CNS(=O)(=O)c2ccc(C)c(C)c2)n1, fitness:0.0275781743432
Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1Cl, fitness:0.0194384099152
Cc1ccc(NCc2nc3ccsc3c(=O)[nH]2)cc1C, fitness:0.398987640663
Cc1ccc(SCC(=O)Nc2nc(C3CC3)cs2)cc1, fitness:0.469355793574
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)c2cc(C(N)=O)cs2)cc1, fitness:0.00541097312778
Cc1ccc(O)c(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.263966552644
Cc1ccc(OCC(=O)Nc2sccc2C#N)cc1C, fitness:0.530942586079
Cc1ccc(NCC(=O)N2CCCCCC2)cc1C, fitness:-0.00511291967849
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2cn[nH]n2)cc1Br, fitness:0.644955742786
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(OCC(=O)N2CCCC2)ccc1NC(=O)c1sccc1C, fitness:1.08500109226
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cccc(SCC(=O)Nc2csc(C#N)c2)c1, fitness:0.73077790917
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1cccc(OCC(=O)N2CCCC2c2ccsc2)c1, fitness:0.885207693318
Cc1cc(NC(=O)C2COc3ccccc3O2)c2ncccc2c1, fitness:1.15472415632
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)COc2nncc3ccccc23)cc1F, fitness:1.80512547795
Cc1ccc(OCC(=O)NCc2cccs2)cc1C, fitness:0.131610364956
Cc1cccc(C)c1NCC(O)c1cccs1, fitness:0.00108634824614
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2cncnc2N)cc1, fitness:0.129027024512
COc1ccc(C(=O)NCc2ccc(OC)c(OC)c2)cc1, fitness:0.0062782785602
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)c3ccsc3n2)cc1, fitness:1.6328964114
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1nc(NCCc2cccs2)cc(N2CCOCC2)n1, fitness:1.17148016813
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)CCOc2ccc(C#N)cc2)cc1, fitness:0.132783279634
Cc1ccc(O)c(NC(=O)Cc2cccs2)c1, fitness:0.0438310776977
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(SCC(=O)NCC2CCCO2)cc1, fitness:0.0806849528747
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)COc2ccccc2C#N)cc1Cl, fitness:1.11174077123
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1ccsc1, fitness:0.147757612479
Cc1cccc(C)c1NCC(O)c1cccs1, fitness:0.00108634824614
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1cccc(C)c1NC(=O)COc1ccc2c(c1)OCCO2, fitness:0.152348367876
Cc1ccc(NC(=O)CC2CCCO2)cc1Br, fitness:0.221617283426
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1cc(Cl)cc(NC(=O)CSc2cncnc2N)c1, fitness:1.39914455528
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1cccc(C)c1NC(=O)C1COc2ccccc2O1, fitness:0.00882275171134
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(SCC(=O)NCC2CCCO2)cc1, fitness:0.0665258403453
Cc1ccc(NC(=O)CSc2cnccn2)cc1Cl, fitness:0.777510907925
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)COc2ccc3c(c2)OCCO3)cc1, fitness:0.116737455231
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1, fitness:0.613131043538
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccccc1NC(=O)CSc1nccc(N)n1, fitness:0.276925389136
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cccc(C)c1NC(=O)COc1ccccc1C#N, fitness:0.0320931953726
Cc1cccc(C)c1NC(=O)COc1ccccc1C#N, fitness:0.0320931953726
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)c(O)c1, fitness:0.25152601433
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(-n2c(SCCO)nnc2-c2cccnc2)cc1, fitness:0.363636754642
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Nc1ccc(SCC(=O)Nc2ccc3c(c2)OCCO3)cc1, fitness:0.0945985197106
Cc1ccc(NC(=O)CSc2nnc(C3CC3)n2C)cc1, fitness:0.583751500748
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(CNc2ncnc(OCc3ccccc3)c2N)cc1, fitness:0.139163812593
COc1cccc(C(=O)NCc2ccc(OC(F)F)cc2)c1F, fitness:0.272792994568
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1, fitness:1.57480541235
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
COc1ccc(O)c(C(=O)NCc2sccc2C)c1, fitness:0.296646864572
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1, fitness:1.57480541235
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)COc2ccc3ccccc3c2)cc1, fitness:0.0277396782177
COc1ccc(O)c(C(=O)NCc2sccc2C)c1, fitness:0.296646864572
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cccc(C)c1NC(=O)C1COc2ccccc2O1, fitness:0.00882275171134
COc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1OC, fitness:0.0117428793836
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Cl, fitness:0.3738111871
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)COc2nncc3ccccc23)cc1F, fitness:1.80512547795
Cc1cc(NC(=O)COc2ccc(C#N)cc2)ccc1Br, fitness:0.331918866374
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
CN(Cc1ccc2c(c1)OCCO2)C(=O)COc1ccccc1, fitness:0.242273859425
Cc1ccc(NCc2nccc(-c3cccs3)n2)cc1, fitness:0.0783861561231
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
O=C(NCc1ccc(Cn2cccn2)cc1)c1ccsc1, fitness:0.236150779092
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Nc1ccc(F)c(C(=O)NCc2cccs2)c1, fitness:0.0380146059831
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1, fitness:1.57480541235
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(C)c2c1CCNC2CNc1ncccn1, fitness:0.0551011722158
Cc1ccc(O)c(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.263966552644
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
COc1ccc(C(=O)NCc2ccc(OC(F)F)cc2)cc1OC, fitness:0.00110830577623
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(C)c(OCC(=O)NCC2COc3ccccc3O2)c1, fitness:1.09441632222
Nc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1, fitness:0.0181870488418
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)COc2nncc3ccccc23)cc1F, fitness:1.80512547795
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
O=C(COc1ccccc1)NCc1ccc(Cn2cncn2)cc1, fitness:0.00331119573616
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
N#Cc1ccc(NCC(=O)Nc2ccc(OC(F)F)cc2)cc1, fitness:0.0366315147517
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
COc1ccc(C(=O)NCc2ccc(OC(F)F)cc2)cc1OC, fitness:0.00110830577623
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1nc(Cc2ccc(Cl)cc2)cc(NCCO)n1, fitness:0.0179833422356
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Cl, fitness:0.196539908885
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc2c(CNC(=O)C3CCCC3)cc(=O)oc2c1C, fitness:0.886227870162
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cccc(Br)c1NC(=O)COc1ccc(C#N)cc1, fitness:0.239739998274
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0143534966257
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
COc1ccc(CC(=O)NCc2ccc(C#N)cc2)cc1, fitness:0.00884710839304
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1cc2[nH]c(=O)[nH]c2cc1C(=O)NCc1cccs1, fitness:0.150792265552
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1cc(Cl)cc(NC(=O)CSc2cncnc2N)c1, fitness:1.39914455528
Cc1ccc(NC(=O)COc2ccccc2N)cc1C, fitness:0.0570972046412
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1Cl, fitness:1.96377165737
Nc1nc(Cc2ccc(Cl)cc2)cc(NCCO)n1, fitness:0.0179833422356
Cc1ccc(NC(=O)CSc2ncccn2)cc1Cl, fitness:0.169562444753
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(C)nc(SCC(=O)Nc2ccc(C#N)cc2)n1, fitness:0.0632075349454
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(C(=O)N2CCCC2)ccc1NC(=O)c1cccs1, fitness:0.492188216562
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
O=C(NCC1COc2ccccc2O1)c1ccc(-n2cccn2)cc1, fitness:0.785329239794
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)COc2ccccc2C#N)cc1, fitness:0.0430376603324
COc1ccc(-c2cc(NCc3ccccc3)nc(C)n2)cc1, fitness:0.0539803855169
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
COc1ccc(C2CCCN2C(=O)COc2ccc(C)cc2)cc1, fitness:0.15948561742
Cc1cc(NC(=O)Cc2cccs2)ccc1N1CCCC1=O, fitness:1.53311676513
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1C, fitness:0.0407997549546
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
CSc1ccccc1NC(=O)COc1ccc(C#N)cc1, fitness:0.119554346361
CSc1ccccc1NC(=O)COc1ccc(C#N)cc1, fitness:0.119554346361
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(S(=O)(=O)NCc2cccs2)ccc1F, fitness:0.0459919509992
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
N#Cc1ccc(C(=O)NCCOc2ccc3ccccc3c2)cc1, fitness:0.185534992616
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1cc(CNC(=O)Nc2ccc(C)c(Br)c2)no1, fitness:0.224832340323
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCc2cc3ccccc3[nH]c2=O)cc1C, fitness:0.0477073076875
COc1ccc(CNC(=O)C2COc3ccccc3O2)cc1O, fitness:0.798302005347
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ncc(Cc2ccc(Cl)cc2)c(N2CCCCC2)n1, fitness:0.0284708718706
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0445961103847
CSc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1, fitness:0.104732466786
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cccc(C)c1NC(=O)COc1ccccc1C#N, fitness:0.0320931953726
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(Cl)cc1NC(=O)CSc1nccc(N)n1, fitness:2.25171293618
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)COc2ccc(C#N)cc2)ccc1Br, fitness:0.331918866374
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1nccnc1C(=O)NCc1ccc(OCc2ccccc2)cc1, fitness:0.228173061027
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2ccc3c(c2)OCCO3)cc1C, fitness:0.32398878194
Cc1cc(CC(=O)Nc2ccc(C)c(Br)c2)no1, fitness:0.0852424968331
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1cccc(C)c1NC(=O)CSc1nccc(N)n1, fitness:0.131977821153
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2cn[nH]n2)c(Br)c1, fitness:0.483714802235
COc1ccc(C(=O)Nc2ccc(Cn3cncn3)cc2)cc1OC, fitness:1.2532082482
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
